date,lumber-SPX,lumber-SPX-smth,lumber-MSCI_W,lumber-MSCI_W-smth,lumber-MSCI_EM,lumber-MSCI_EM-smth,gold-SPX,gold-SPX-smth,gold-MSCI_W,gold-MSCI_W-smth,gold-MSCI_EM,gold-MSCI_EM-smth,wheat-SPX,wheat-SPX-smth,wheat-MSCI_W,wheat-MSCI_W-smth,wheat-MSCI_EM,wheat-MSCI_EM-smth,crude-SPX,crude-SPX-smth,crude-MSCI_W,crude-MSCI_W-smth,crude-MSCI_EM,crude-MSCI_EM-smth,rubber-SPX,rubber-SPX-smth,rubber-MSCI_W,rubber-MSCI_W-smth,rubber-MSCI_EM,rubber-MSCI_EM-smth,palladium-SPX,palladium-SPX-smth,palladium-MSCI_W,palladium-MSCI_W-smth,palladium-MSCI_EM,palladium-MSCI_EM-smth,gas-SPX,gas-SPX-smth,gas-MSCI_W,gas-MSCI_W-smth,gas-MSCI_EM,gas-MSCI_EM-smth,GSCI-SPX,GSCI-SPX-smth,GSCI-MSCI_W,GSCI-MSCI_W-smth,GSCI-MSCI_EM,GSCI-MSCI_EM-smth,hog-SPX,hog-SPX-smth,hog-MSCI_W,hog-MSCI_W-smth,hog-MSCI_EM,hog-MSCI_EM-smth,oats-SPX,oats-SPX-smth,oats-MSCI_W,oats-MSCI_W-smth,oats-MSCI_EM,oats-MSCI_EM-smth,DJCI-SPX,DJCI-SPX-smth,DJCI-MSCI_W,DJCI-MSCI_W-smth,DJCI-MSCI_EM,DJCI-MSCI_EM-smth,GSECI-SPX,GSECI-SPX-smth,GSECI-MSCI_W,GSECI-MSCI_W-smth,GSECI-MSCI_EM,GSECI-MSCI_EM-smth,GSNECI-SPX,GSNECI-SPX-smth,GSNECI-MSCI_W,GSNECI-MSCI_W-smth,GSNECI-MSCI_EM,GSNECI-MSCI_EM-smth,GSECI-GSNECI
01/04/1988,0.646135615,0.712691203,0.751062201,0.829492923,0.545110258,0.790589963,0.04123301,0.0332117,0.07436575,0.141983437,0.913549726,0.459331176,0.353693831,0.273788051,0.395781496,0.187942037,0.241348852,0.570264644,0.579305215,0.437787009,0.370332763,0.535519161,0.840379833,0.54909787,0.551956354,0.144880249,0.607756351,0.598927058,0.726055247,0.558379439,0.471168749,0.341797278,0.872749977,0.858797568,0.704765702,0.580388518,,,,,,,0.671197688,0.334891307,0.451721296,0.416724122,0.845114083,0.609807404,0.849872511,0.647034654,0.752963538,0.652436828,0.696782581,0.524773695,,,,,,,,,,,,,0.566506276,0.270565754,0.28632344,0.360182516,0.684024829,0.393136583,0.673820393,0.62016199,0.852522173,0.589608723,0.853675731,0.856581476,0.310381552
01/05/1988,0.604211993,0.714510184,0.726568005,0.828808567,0.570950013,0.803340218,0.067734916,0.038448733,0.094120563,0.166533114,0.885864935,0.411654166,0.345612829,0.270549949,0.392161473,0.174505468,0.26898117,0.597881945,0.63074722,0.417735642,0.404350132,0.558367948,0.789834121,0.519227156,0.540289915,0.114128715,0.598345354,0.593208232,0.721161568,0.542369703,0.538543077,0.328712418,0.874590002,0.845544055,0.641451556,0.568077049,,,,,,,0.630146163,0.291489753,0.441224762,0.41535601,0.84840206,0.58414316,0.859453647,0.600770754,0.759291149,0.630044343,0.644417549,0.509233006,,,,,,,,,,,,,0.528558684,0.238690577,0.284777659,0.377753447,0.701476569,0.370836458,0.69323532,0.605860003,0.848250852,0.538088698,0.819141069,0.852875263,0.304227389
01/06/1988,0.429529292,0.722857929,0.61614219,0.831573111,0.663616643,0.815360632,0.087858499,0.040971741,0.106271816,0.189227618,0.879190616,0.366308309,0.079003801,0.267646126,0.175270777,0.160600803,0.534015372,0.62463866,0.71929792,0.387552626,0.484831082,0.577467434,0.719010553,0.493144847,0.205121241,0.086330382,0.361954301,0.58884052,0.869663367,0.525432861,0.375889608,0.304773914,0.789143027,0.831359745,0.722816754,0.560608005,,,,,,,0.511461603,0.252318302,0.3808725,0.415076861,0.872045608,0.555456577,0.683874375,0.545888565,0.638771492,0.605425683,0.737686102,0.497272807,,,,,,,,,,,,,0.563879163,0.210089136,0.322225959,0.396282986,0.669250615,0.345422205,0.338242498,0.586876834,0.655557475,0.484522619,0.919057664,0.851778331,0.297526645
01/07/1988,0.515209689,0.754866663,0.59947176,0.84506826,0.697839455,0.822693447,0.057775142,0.042419607,0.130857349,0.212698384,0.795719748,0.319737515,0.338305136,0.322295269,0.156182062,0.167880088,0.723589817,0.630483046,0.493676886,0.339011837,0.51707043,0.587138717,0.583148819,0.472487302,0.074648113,0.08224472,0.411966943,0.616255729,0.716987464,0.488134512,0.277434137,0.301734908,0.792270972,0.827714473,0.635646073,0.544555578,,,,,,,0.290672046,0.226281669,0.420827928,0.423014153,0.754768782,0.5200922,0.38415053,0.52034128,0.672414121,0.596956848,0.556110976,0.474947261,,,,,,,,,,,,,0.275508416,0.176634788,0.372171686,0.410714144,0.47337272,0.321118751,0.554966503,0.623324123,0.619712942,0.461034965,0.948605384,0.840689127,0.158146747
01/08/1988,0.678405568,0.777457128,0.590035996,0.860895735,0.913792404,0.828491742,0.077692611,0.048650843,0.141025713,0.233163839,0.792563996,0.281667235,0.434725509,0.328324421,0.16492495,0.177338438,0.841479685,0.619658136,0.502116047,0.322391789,0.516089671,0.593571818,0.591302836,0.462915913,0.081539057,0.095385681,0.416423292,0.638737739,0.650313802,0.466662068,0.32919446,0.315420988,0.781331319,0.824528896,0.702071094,0.535477286,,,,,,,0.334169464,0.227975112,0.423129773,0.425729894,0.785755706,0.496825641,0.42492628,0.542384062,0.664623358,0.583651067,0.618511356,0.468019897,,,,,,,,,,,,,0.246066862,0.174696969,0.379084205,0.418718423,0.364560761,0.31090218,0.702633954,0.628370814,0.609800162,0.441093214,0.989824305,0.822496193,0.120209168
01/09/1988,0.779994996,0.781325646,0.793479468,0.878477367,0.94642263,0.81330078,0.125151444,0.052690726,0.261583359,0.253100569,0.812299415,0.241586304,0.299863988,0.319507075,0.071195208,0.185260773,0.713484197,0.59162792,0.648123985,0.303343224,0.759606332,0.601080074,0.718976123,0.451232206,0.139871822,0.108684014,0.558120787,0.662538633,0.702503033,0.449329375,0.385776783,0.321098471,0.795539231,0.82365021,0.725121074,0.51787705,,,,,,,0.433729138,0.223020345,0.593091183,0.427949911,0.828811732,0.466178743,0.436637689,0.559190267,0.642775337,0.570781232,0.614561875,0.454014949,,,,,,,,,,,,,0.394014974,0.175560394,0.647179342,0.425989226,0.507792966,0.309204006,0.573878278,0.610010708,0.382459747,0.420829558,0.969262293,0.780224814,0.090130763
01/10/1988,0.770291912,0.771143903,0.77957721,0.879208057,0.921966082,0.788531055,0.081400869,0.052529181,0.078878974,0.260627641,0.325056186,0.198986313,0.314554894,0.330328944,0.099544341,0.219217073,0.695357098,0.577032814,0.601924145,0.263065129,0.643490139,0.571297164,0.54665414,0.424693421,0.153430969,0.114668593,0.543493669,0.670894502,0.662311566,0.424533756,0.365946854,0.318679217,0.709014759,0.817736653,0.59495556,0.495624941,,,,,,,0.368110046,0.205465678,0.394024204,0.40692325,0.547324922,0.426254409,0.434775057,0.575749767,0.613233299,0.557123944,0.575730657,0.438935888,,,,,,,,,,,,,0.321644585,0.159669069,0.411687253,0.396700025,0.216989235,0.294647045,0.590379672,0.610846337,0.450722818,0.429752691,0.962735548,0.741860208,0.077721709
01/11/1988,0.771361728,0.762611778,0.776761642,0.881084011,0.901695564,0.760942057,0.206257588,0.055603764,0.263499021,0.308652018,0.250434191,0.193839802,0.324182356,0.338931107,0.131578357,0.252632308,0.690362809,0.560983058,0.662335603,0.227884639,0.71208531,0.557293982,0.500941481,0.413567002,0.122303411,0.118341694,0.405261235,0.681845096,0.705428106,0.400417927,0.487365624,0.318106917,0.795763338,0.821444206,0.527795835,0.484639341,,,,,,,0.52435853,0.19358769,0.598643858,0.412757867,0.461871035,0.415172373,0.566477299,0.593964942,0.744429184,0.546292396,0.500109337,0.425683676,,,,,,,,,,,,,0.450980202,0.149434756,0.57688335,0.398804888,0.182635982,0.309563611,0.631403476,0.60979427,0.527496612,0.429627965,0.946058197,0.692943082,0.105150813
01/12/1988,0.854807813,0.752404049,0.708550069,0.881809681,0.909378049,0.734380792,0.190448319,0.049504056,0.301067203,0.325230122,0.245997378,0.194586514,0.284559052,0.347332897,0.165350834,0.287234876,0.668047731,0.544431445,0.193184553,0.184781537,0.835923164,0.528809529,0.389161097,0.406478826,0.146749173,0.127287584,0.420579553,0.711813359,0.692886673,0.369848109,0.320420905,0.300595442,0.824637613,0.812673612,0.486068656,0.480328246,,,,,,,0.255108595,0.164944965,0.690834502,0.389026531,0.398701525,0.412391284,0.634651508,0.594550006,0.703893616,0.51066536,0.51873986,0.419635214,,,,,,,,,,,,,0.193245139,0.127156626,0.679100469,0.377183652,0.147999292,0.330432984,0.677276019,0.602127444,0.499537134,0.418292515,0.94324701,0.644084381,0.085654901
01/01/1989,0.857312555,0.721827242,0.659106548,0.889071151,0.885967561,0.703604114,0.178522222,0.044845164,0.362634722,0.336514894,0.28908288,0.19505209,0.313578631,0.365139191,0.162933627,0.317342551,0.642554234,0.529579685,0.257789615,0.195087833,0.754093651,0.474686901,0.328095648,0.410533126,0.144934187,0.135852343,0.465266214,0.740078432,0.712594532,0.339303278,0.322663247,0.306119348,0.817837031,0.799507681,0.495927524,0.480176651,,,,,,,0.323829847,0.163731454,0.594801143,0.350953938,0.337521419,0.415916524,0.677207008,0.58344543,0.621923526,0.480564657,0.460064232,0.41102876,,,,,,,,,,,,,0.248209997,0.129231626,0.598188528,0.340157449,0.125695965,0.358272687,0.716953397,0.584532996,0.42043394,0.410359746,0.914691494,0.5909937,0.258319238
