date,gas-SPX,gas-SPX-smth,WTI-SPX,WTI-SPX-smth
1986-03-01,,,-0.9945388350873987,-0.5565821824497793
1986-04-01,,,-0.7291126339863431,-0.5763016716891761
1986-05-01,,,-0.15046106772925016,-0.14424677618755805
1986-06-01,,,0.11096302751184049,0.12392051129461329
1986-07-01,,,-0.21355128886709268,-0.19087872582516857
1986-08-01,,,0.5492195945329214,0.3184550523701916
1986-09-01,,,-0.26228251741220954,-0.14577098372883207
1986-10-01,,,0.4650265719335037,0.2867692656350221
1986-11-01,,,0.12804154561264428,0.07339578371866899
1986-12-01,,,-0.19604333267396268,-0.12108041679849069
1987-01-01,,,0.1746240672112443,0.08362821046241305
1987-02-01,,,-0.31889760640147025,-0.13166185385137774
1987-03-01,,,-0.29792279708977537,-0.12015871164631459
1987-04-01,,,-0.14509595175221032,-0.052815144481233874
1987-05-01,,,0.27166057709813657,0.0874048553864017
1987-06-01,,,0.19096807774800073,0.05191174702449894
1987-07-01,,,-0.1272380331682885,-0.03181675678118746
1987-08-01,,,-0.065251644486921,-0.013216524463414186
1987-09-01,,,-0.4841547568687482,-0.07309582212100525
1987-10-01,,,0.33178139609501844,0.03543765923316297
1987-11-01,,,0.46644699161582953,0.06438189566724788
1987-12-01,,,-0.08849173276122752,0.035953220496220524
1988-01-01,,,-0.06764099046824686,0.023483209383574653
1988-02-01,,,0.03236513362152491,-0.029343762816718046
1988-03-01,,,-0.002161805612960574,-0.023765206868298482
1988-04-01,,,0.024054829110982178,-0.025321602448668802
1988-05-01,,,-0.06563578715171808,0.04433528295116727
1988-06-01,,,-0.18745455052801085,0.08848489722193181
1988-07-01,,,-0.012336972970351794,-0.1342732443128735
1988-08-01,,,0.0017708409350556836,0.06082424870282162
1988-09-01,,,-0.09327676718233355,0.1088392274160992
1988-10-01,,,0.027399164935442012,-0.05438038720882428
1988-11-01,,,0.12119215765463866,-0.16764301402135331
1988-12-01,,,0.3335704634842859,0.2677940602811554
1989-01-01,,,-0.0541546255452907,-0.05317195181825201
1989-02-01,,,-0.18892843154944558,-0.1834030073663023
1989-03-01,,,-0.05440194110959131,-0.15797698636846566
1989-04-01,,,0.10589185936073169,0.15557698442295181
1989-05-01,,,-0.23790345236752417,-0.20655808918809937
1989-06-01,,,-0.27236420687144924,-0.28988387034434937
1989-07-01,,,-0.22364901197435297,-0.20519165672460749
1989-08-01,,,-0.2710817958776156,-0.17960147056263326
1989-09-01,,,-0.17337452490255698,-0.3625748937945498
1989-10-01,,,0.017093127763804342,0.03600273433561504
1989-11-01,,,0.01992222723790301,0.04441476752307676
1989-12-01,,,0.4434719763360154,0.37434062479947483
1990-01-01,,,0.020079857361536058,0.01652055465233326
1990-02-01,,,0.2517249873182147,0.2400671502864371
1990-03-01,,,0.13760526319908412,0.25161254275464856
1990-04-01,,,-0.04664926325091524,-0.07216259185263167
1990-05-01,,,0.048312039021752864,0.08337660434794046
1990-06-01,,,-0.08109602793533896,-0.12530984879380308
1990-07-01,,,-0.04119411993783533,-0.07349256095376376
1990-08-01,,,0.14802607393446504,0.12936413608286443
1990-09-01,,,0.928546171048121,0.6046735988262075
1990-10-01,,,0.522108945276507,0.33564419825663755
1990-11-01,,,0.2822848107312991,0.18785802034071147
1990-12-01,,,-0.03650077124743682,-0.022341340429926557
1991-01-01,,,-0.2467177438572966,-0.11424842029894436
1991-02-01,,,0.16356700878133645,0.11419764165985816
1991-03-01,,,-0.7221813900841783,-0.46368449887089297
1991-04-01,,,-0.11499519998484266,-0.06943753471635938
1991-05-01,,,-0.04943348737698031,-0.027125300639528685
1991-06-01,,,0.10094987093294804,0.056424637903873885
1991-07-01,,,0.08695241953207775,0.040343674924323336
1991-08-01,,,0.03964223368241585,0.016105145195262974
1991-09-01,,,-0.11897940976174813,-0.042081519532368224
1991-10-01,,,0.06202450757513896,0.01663852631091846
1991-11-01,,,0.052063366474539345,0.011023055732208376
1991-12-01,,,0.06665105152161858,0.02476941411055247
1992-01-01,,,0.01397603032911222,0.007384474667714152
1992-02-01,,,0.010293812966366162,-0.0709394300108139
1992-03-01,,,-0.034578073406861524,0.02909636056636074
1992-04-01,,,0.04314795789919376,0.0360218902086718
1992-05-01,,,0.023725051448183047,0.013746191713878734
1992-06-01,,,-0.005779717992934343,-0.012512203126996316
1992-07-01,,,-0.09046714808031675,0.04423401154128689
1992-08-01,,,0.019378528097086584,-0.017149310904603664
1992-09-01,,,0.008877290133735572,-0.008246972635251685
1992-10-01,,,-0.010021476621720005,0.01008247154601706
1992-11-01,,,-0.1363255374880353,0.06353348082907048
1992-12-01,,,0.05796853459753462,-0.049159073940899835
1993-01-01,,,-0.06358215315029946,-0.21148832383913285
1993-02-01,,,0.0835227005486587,0.09603688616072294
1993-03-01,,,-0.0776051561395575,-0.08863508446237661
1993-04-01,,,-0.18096872747559492,-0.1523503274863573
1993-05-01,,,0.06679801328902184,0.230203278789317
1993-06-01,,,-0.0013240970651566114,-0.004654760940923798
1993-07-01,,,-0.012641706279106981,-0.028373305503749748
1993-08-01,,,0.0406595693191579,0.10043918765754843
1993-09-01,,,-0.15148685235336234,-0.18800299276930332
1993-10-01,,,-0.05236379983609476,-0.09816179313962396
1993-11-01,,,-0.13232886472480124,-0.1281967669032138
1993-12-01,,,-0.02862689160495941,0.13996115902801262
1994-01-01,,,-0.006166291241285448,0.042012524069422144
1994-02-01,,,0.005330669671905336,-0.07923533207088768
1994-03-01,,,-0.043104183773931944,0.16488896276041726
1994-04-01,,,0.25773816162335306,0.3523313686978525
